name,latitude,longitude,subcategories/0,numberOfRooms,hotelClass,num_amenities,ceilhotelClass,energy_consumption,usable_area,cluster,color,area_to_energy_ratio,carbon_emission,efficiency
Tuk Tuk Hostel,13.772287,100.48471,Specialty Lodging,33.0,2.0,23,2.0,93,1065,1,High Efficiency,11.45,99.04,11.45
Mestyle Garage Hotel,13.779285,100.57681,Hotel,75.0,3.0,10,3.0,167,2238,0,High Efficiency,13.4,373.75,13.4
Buff Hostel,13.78936,100.54874,Specialty Lodging,3.0,2.0,26,2.0,20,80,1,High Efficiency,4.0,1.6,4.0
Samyan Serene Hotel,13.73236,100.52708,Hotel,48.0,3.0,38,3.0,128,1602,0,High Efficiency,12.52,205.06,12.52
Viva Residence,13.844881,100.663414,Hotel,95.0,3.0,44,3.0,242,2886,2,Low Efficiency,11.93,698.41,11.93
Mahannop Hostel,13.75364,100.49879,Specialty Lodging,8.0,2.0,17,2.0,29,241,1,High Efficiency,8.31,6.99,8.31
S.M. Grande Residence,13.738451,100.55308,Specialty Lodging,103.0,3.0,19,3.0,241,3651,2,Low Efficiency,15.15,879.89,15.15
Sweety guest House,13.75747,100.49992,Specialty Lodging,20.0,0.0,3,0.0,51,454,1,High Efficiency,8.9,23.15,8.9
Som's Guesthouse,13.73783,100.55574,Bed and Breakfast,9.0,0.0,4,0.0,23,182,1,High Efficiency,7.91,4.19,7.91
The Moon Night,13.761172,100.499016,Bed and Breakfast,20.0,3.0,21,3.0,59,657,1,High Efficiency,11.14,38.76,11.14
Baan Waree Rooms and Restaurant,13.77501,100.54392,Bed and Breakfast,27.0,0.0,0,0.0,55,580,1,High Efficiency,10.55,31.9,10.55
The Egypt,13.761229,100.62394,Hotel,110.0,3.0,7,3.0,268,3908,2,Low Efficiency,14.58,1047.34,14.58
Chill-Out Khao San,13.75965,100.49856,Specialty Lodging,38.0,0.0,7,0.0,87,711,1,High Efficiency,8.17,61.86,8.17
Chaiwat Guesthouse,13.74932,100.48975,Specialty Lodging,2.0,2.0,3,2.0,6,61,1,High Efficiency,10.17,0.37,10.17
Holly House,13.709438,100.59823,Specialty Lodging,12.0,0.0,9,0.0,33,262,1,High Efficiency,7.94,8.65,7.94
Soi 1 Guesthouse,13.74539,100.5515,Specialty Lodging,33.0,0.0,4,0.0,69,675,1,High Efficiency,9.78,46.58,9.78
Nara Suite Residence Bangkok,13.69983,100.5342,Bed and Breakfast,48.0,3.0,29,3.0,128,1522,0,High Efficiency,11.89,194.82,11.89
Hotel Sapin,13.74519,100.51912,Hotel,33.0,0.0,0,0.0,71,725,1,High Efficiency,10.21,51.48,10.21
Dinso Home Boutique Hotel,13.756047,100.501816,Hotel,25.0,0.0,35,0.0,82,576,1,High Efficiency,7.02,47.23,7.02
Ziniza Boutique Service Apartment,13.80341,100.53326,Hotel,57.0,3.0,50,3.0,158,1942,0,High Efficiency,12.29,306.84,12.29
Best Western Ratchada Hotel,13.763047,100.56547,Hotel,120.0,3.0,37,3.0,295,3911,2,Low Efficiency,13.26,1153.74,13.26
Aspira Davinci Sukhumvit 31,13.734444,100.5659,Bed and Breakfast,15.0,3.0,29,3.0,51,447,1,High Efficiency,8.76,22.8,8.76
Y&K Boutique Bangkok Hotel,13.760072,100.54478,Hotel,40.0,3.0,7,3.0,87,1395,0,High Efficiency,16.03,121.36,16.03
Bangkokfile,13.746506,100.56237,Specialty Lodging,3.0,0.0,26,0.0,20,71,1,High Efficiency,3.55,1.42,3.55
Water Lily Hostel,13.75336,100.51709,Specialty Lodging,7.0,0.0,12,0.0,20,152,1,High Efficiency,7.6,3.04,7.6
In2siam Bed & Breakfast,13.782368,100.44479,Bed and Breakfast,3.0,0.0,5,0.0,9,69,1,High Efficiency,7.67,0.62,7.67
City Residence Hotel Bangkok,13.71268,100.53447,Hotel,194.0,0.0,8,0.0,399,4270,2,Low Efficiency,10.7,1703.73,10.7
Chana Mansion & Hotel,13.80264,100.7316,Hotel,121.0,0.0,15,0.0,277,2547,0,Low Efficiency,9.19,705.52,9.19
4M Pratunam Hotel,13.75196,100.53693,Hotel,25.0,3.0,2,3.0,57,858,1,High Efficiency,15.05,48.91,15.05
Siri Sala,13.767537,100.4783,Specialty Lodging,5.0,0.0,0,0.0,11,123,1,High Efficiency,11.18,1.35,11.18
Happy Station Hostel,13.738236,100.51764,Specialty Lodging,39.0,2.0,20,2.0,101,1248,0,High Efficiency,12.36,126.05,12.36
Little Corner,13.74251,100.55253,Bed and Breakfast,19.0,0.0,21,0.0,55,377,1,High Efficiency,6.85,20.74,6.85
Chaidee Mansion Sukhumvit,13.73693,100.56116,Bed and Breakfast,30.0,3.0,33,3.0,77,959,1,High Efficiency,12.45,73.84,12.45
Rest 24,13.73603,100.51845,Specialty Lodging,20.0,2.0,18,2.0,58,588,1,High Efficiency,10.14,34.1,10.14
JJ Fourseason Residence Suvarnabhumi,13.696,100.7044,Hotel,54.0,3.0,21,3.0,132,1779,0,High Efficiency,13.48,234.83,13.48
Blutique Hotel,13.754093,100.53928,Bed and Breakfast,33.0,3.0,34,3.0,86,1128,1,High Efficiency,13.12,97.01,13.12
Poste 43 Residence,13.744626,100.50712,Specialty Lodging,18.0,3.0,36,3.0,65,556,1,High Efficiency,8.55,36.14,8.55
The Xtreme Hotel,13.752094,100.63393,Hotel,70.0,3.5,23,4.0,155,2526,0,High Efficiency,16.3,391.53,16.3
Mall Suites Express,13.77191,100.63399,Specialty Lodging,104.0,3.0,41,3.0,264,3428,2,Low Efficiency,12.98,904.99,12.98
Slumwhite Hostel,13.78906,100.54923,Specialty Lodging,8.0,2.0,24,2.0,32,223,1,High Efficiency,6.97,7.14,6.97
Kozy Inn,13.693437,100.4386,Specialty Lodging,62.0,3.0,24,3.0,144,2233,0,High Efficiency,15.51,321.55,15.51
VIX Bangkok at Victory Monument,13.765241,100.53966,Hotel,57.0,3.0,44,3.0,142,1751,0,High Efficiency,12.33,248.64,12.33
Neveu Premier Residence : Ratchada,13.79008,100.57491,Specialty Lodging,7.0,3.0,39,3.0,35,215,1,High Efficiency,6.14,7.52,6.14
Baan Rangnam,13.76069,100.53944,Bed and Breakfast,16.0,3.0,36,3.0,58,527,1,High Efficiency,9.09,30.57,9.09
Graceland Bangkok Hotel,13.7446,100.5548,Bed and Breakfast,32.0,4.0,6,4.0,68,1100,1,High Efficiency,16.18,74.8,16.18
Ploy Khumthong Boutique Resort,13.717261,100.76411,Bed and Breakfast,48.0,4.0,43,4.0,130,1720,0,High Efficiency,13.23,223.6,13.23
The Tepp Serviced Apartment,13.66383,100.60474,Specialty Lodging,79.0,4.0,38,4.0,210,3001,2,Low Efficiency,14.29,630.21,14.29
Krit Thai Mansion,13.746581,100.52873,Hotel,53.0,3.0,12,3.0,128,1623,0,High Efficiency,12.68,207.74,12.68
CK2 Hotel,13.784232,100.56397,Hotel,79.0,2.0,13,2.0,186,2110,0,High Efficiency,11.34,392.46,11.34
Villa Be your Guest,13.725831,100.5779,Bed and Breakfast,3.0,0.0,8,0.0,11,69,1,High Efficiency,6.27,0.76,6.27
OYO 284 Sabaidee Minitel,13.757461,100.51599,Specialty Lodging,8.0,3.0,36,3.0,37,261,1,High Efficiency,7.05,9.66,7.05
Suan Sunandha palace Hotel,13.77289,100.50706,Hotel,67.0,0.0,15,0.0,149,1618,0,High Efficiency,10.86,241.08,10.86
OYO 483 Pannee Hotel Khaosan,13.757776,100.50222,Bed and Breakfast,41.0,3.0,22,3.0,100,1377,0,High Efficiency,13.77,137.7,13.77
The Bedroom,13.78734,100.63122,Bed and Breakfast,120.0,3.5,31,4.0,280,4490,2,High Efficiency,16.04,1257.2,16.04
Hostel Thonglo7,13.730526,100.5803,Specialty Lodging,4.0,2.0,19,2.0,20,118,1,High Efficiency,5.9,2.36,5.9
The Mulberry Hotel Bangkok Khaosan Road,13.758519,100.498375,Hotel,30.0,3.0,48,3.0,96,982,1,High Efficiency,10.23,94.27,10.23
The Mix Bangkok,13.722454,100.52076,Bed and Breakfast,12.0,2.0,14,2.0,36,384,1,High Efficiency,10.67,13.82,10.67
DI Place,13.74005,100.55329,Bed and Breakfast,28.0,3.0,11,3.0,61,995,1,High Efficiency,16.31,60.7,16.31
Issara House Bangkok,13.73354,100.49125,Specialty Lodging,20.0,2.5,21,3.0,54,658,1,High Efficiency,12.19,35.53,12.19
Pure Eleven Hotel,13.753594,100.53529,Specialty Lodging,98.0,4.0,0,4.0,202,3481,2,High Efficiency,17.23,703.16,17.23
Saffron Hill Bangkok,13.693683,100.64292,Bed and Breakfast,8.0,0.0,5,0.0,19,159,1,High Efficiency,8.37,3.02,8.37
Royal Ivory Sukhumvit Nana By Compass Hospitality,13.736935,100.55323,Hotel,90.0,3.0,21,3.0,191,3167,2,High Efficiency,16.58,604.9,16.58
Room Quest Ratchada,13.79023,100.57514,Hotel,45.0,0.0,22,0.0,106,895,1,High Efficiency,8.44,94.87,8.44
BELLA BELLA RIVERVIEW,13.76283,100.49884,Bed and Breakfast,40.0,2.0,3,2.0,97,1229,0,High Efficiency,12.67,119.21,12.67
Bangkok Check Inn,13.72108,100.5149,Specialty Lodging,19.0,2.0,22,2.0,59,507,1,High Efficiency,8.59,29.91,8.59
Luang Prasit Canal Home,13.725008,100.48489,Specialty Lodging,4.0,0.0,21,0.0,19,83,1,High Efficiency,4.37,1.58,4.37
DDM House,13.76013,100.49289,Bed and Breakfast,9.0,0.0,11,0.0,26,183,1,High Efficiency,7.04,4.76,7.04
Khao San Social Capsule Hostel,45.010014,6.124328,Specialty Lodging,7.0,0.0,0,0.0,15,147,1,High Efficiency,9.8,2.2,9.8
Shambara Boutique Hostel,13.75878,100.49727,Specialty Lodging,9.0,0.0,1,0.0,18,176,1,High Efficiency,9.78,3.17,9.78
Sky Suites,13.72886,100.57304,Bed and Breakfast,15.0,2.0,22,2.0,46,424,1,High Efficiency,9.22,19.5,9.22
Sweetheart Tree Homestay,13.92102,100.5848,Specialty Lodging,2.0,0.0,22,0.0,16,42,1,High Efficiency,2.62,0.67,2.62
Yotaka Residence,13.76935,100.62175,Bed and Breakfast,19.0,3.0,32,3.0,62,664,1,High Efficiency,10.71,41.17,10.71
OYO 335 Top Inn Khaosan,13.758482,100.49705,Specialty Lodging,33.0,2.0,17,2.0,81,945,1,High Efficiency,11.67,76.54,11.67
Foodotel,13.72487,100.50963,Bed and Breakfast,45.0,0.0,6,0.0,99,869,1,High Efficiency,8.78,86.03,8.78
Hallton Hotel Bangkok,13.77972,100.58079,Hotel,71.0,3.0,22,3.0,154,2257,0,High Efficiency,14.66,347.58,14.66
Nine Forty One Hotel,13.7416,100.62628,Hotel,70.0,3.5,46,4.0,196,2560,0,Low Efficiency,13.06,501.76,13.06
The Present Sathorn,13.71603,100.53248,Specialty Lodging,40.0,3.0,24,3.0,101,1310,0,High Efficiency,12.97,132.31,12.97
Starry Place,13.75751,100.53479,Hotel,80.0,0.0,6,0.0,184,1679,0,High Efficiency,9.12,308.94,9.12
Elefin BB,13.744352,100.49266,Specialty Lodging,9.0,0.0,12,0.0,26,217,1,High Efficiency,8.35,5.64,8.35
Suan Dusit Place Hotel,13.77574,100.51095,Hotel,100.0,4.0,13,4.0,209,3559,2,High Efficiency,17.03,743.83,17.03
Orchid View Apartment,13.73484,100.56321,Specialty Lodging,41.0,3.5,12,4.0,90,1530,0,High Efficiency,17.0,137.7,17.0
Nidhra Boutique Hotel Bangkok,13.711629,100.59459,Bed and Breakfast,10.0,0.0,24,0.0,36,208,1,High Efficiency,5.78,7.49,5.78
Raya Sukhumvit Bangkok,13.738116,100.56626,Specialty Lodging,86.0,3.5,42,4.0,196,2895,2,Low Efficiency,14.77,567.42,14.77
Oasis Inn Bangkok Hotel,13.738251,100.55838,Hotel,24.0,3.0,28,3.0,68,821,1,High Efficiency,12.07,55.83,12.07
VS Guesthouse,13.75879,100.49725,Bed and Breakfast,25.0,0.0,0,0.0,53,503,1,High Efficiency,9.49,26.66,9.49
The Oasis Bangkok,13.78527,100.58343,Hotel,120.0,3.0,13,3.0,268,3794,2,Low Efficiency,14.16,1016.79,14.16
Baan Paan Sook Unitato Hostel,13.77604,100.54524,Specialty Lodging,6.0,2.0,38,2.0,34,159,1,High Efficiency,4.68,5.41,4.68
My House Hotel,13.780513,100.54395,Bed and Breakfast,8.0,3.0,2,3.0,19,288,1,High Efficiency,15.16,5.47,15.16
B&B 22 House,13.731052,100.56477,Bed and Breakfast,8.0,3.0,27,3.0,32,261,1,High Efficiency,8.16,8.35,8.16
My Hotel Herrity,13.7302,100.5704,Bed and Breakfast,18.0,3.0,19,3.0,52,592,1,High Efficiency,11.38,30.78,11.38
Ranee's Guest House,13.758445,100.49689,Bed and Breakfast,5.0,0.0,0,0.0,10,111,1,High Efficiency,11.1,1.11,11.1
Bamboo Guesthouse,13.7635,100.49535,Bed and Breakfast,30.0,0.0,0,0.0,74,641,1,High Efficiency,8.66,47.43,8.66
The One Residence Hotel,13.67552,100.64726,Specialty Lodging,72.0,3.0,28,3.0,169,2511,0,High Efficiency,14.86,424.36,14.86
Himalaya Residence,13.74239,100.56806,Bed and Breakfast,35.0,2.0,20,2.0,94,1080,1,High Efficiency,11.49,101.52,11.49
Ever Rich Hotel,13.74131,100.55471,Bed and Breakfast,30.0,3.0,28,3.0,85,1013,1,High Efficiency,11.92,86.1,11.92
La Maison Bangkok,13.72497,100.56977,Bed and Breakfast,3.0,0.0,32,0.0,24,59,1,High Efficiency,2.46,1.42,2.46
BC Guesthouse SI Phraya,13.72467,100.516,Specialty Lodging,18.0,2.0,14,2.0,45,560,1,High Efficiency,12.44,25.2,12.44
Lost and Found Bed and Breakfast,13.778469,100.54139,Bed and Breakfast,4.0,2.0,40,2.0,32,109,1,High Efficiency,3.41,3.49,3.41
BACC Serviced Apartments Bangkok,13.67858,100.64094,Specialty Lodging,16.0,0.0,14,0.0,44,316,1,High Efficiency,7.18,13.9,7.18
World Inn,13.72661,100.57523,Bed and Breakfast,40.0,0.0,8,0.0,100,914,1,High Efficiency,9.14,91.4,9.14
Bangkok YWCA,13.70986,100.52545,Specialty Lodging,46.0,0.0,24,0.0,119,943,1,High Efficiency,7.92,112.22,7.92
OYO 783 Brunch Marker Cafe & Hostels,13.76024,100.4982,Specialty Lodging,17.0,2.0,16,2.0,47,485,1,High Efficiency,10.32,22.8,10.32
Baanpayoo l Cafe Bed Breakfast,13.764365,100.7775,Bed and Breakfast,2.0,0.0,8,0.0,8,39,1,High Efficiency,4.88,0.31,4.88
BH Business Hotel,13.74683,100.55099,Bed and Breakfast,25.0,2.0,39,2.0,83,757,1,High Efficiency,9.12,62.83,9.12
Mad Cow Hostel,13.738784,100.56046,Specialty Lodging,7.0,0.0,5,0.0,19,152,1,High Efficiency,8.0,2.89,8.0
13 Coins Resort Yothin Pattana,13.81351,100.62306,Hotel,50.0,3.0,29,3.0,122,1687,0,High Efficiency,13.83,205.81,13.83
Bangkok Inn,13.74044,100.55673,Specialty Lodging,15.0,0.0,6,0.0,37,328,1,High Efficiency,8.86,12.14,8.86
Mind Day Hostel Khaosan,13.761829,100.49804,Specialty Lodging,36.0,2.0,25,2.0,95,1032,1,High Efficiency,10.86,98.04,10.86
Hostel 8 Sukhumvit Nana Bangkok,13.72886,100.57304,Specialty Lodging,6.0,2.0,15,2.0,21,170,1,High Efficiency,8.1,3.57,8.1
Banboonbhali Hotel & Resort,13.841528,100.61921,Bed and Breakfast,28.0,3.0,12,3.0,72,916,1,High Efficiency,12.72,65.95,12.72
Bed Glory of Samsen,13.762824,100.498825,Specialty Lodging,40.0,0.0,0,0.0,82,807,1,High Efficiency,9.84,66.17,9.84
Hoftors Hotel,13.74797,100.62424,Bed and Breakfast,16.0,0.0,5,0.0,37,330,1,High Efficiency,8.92,12.21,8.92
R1 Hostel,13.76441,100.50549,Specialty Lodging,20.0,2.0,37,2.0,70,521,1,High Efficiency,7.44,36.47,7.44
M2 de Bangkok Hotel,13.789528,100.56201,Specialty Lodging,57.0,4.0,37,4.0,147,2002,0,High Efficiency,13.62,294.29,13.62
Siam Nitra Boutique Hotel,13.75365,100.53568,Specialty Lodging,10.0,3.0,43,3.0,47,347,1,High Efficiency,7.38,16.31,7.38
Be My Guest,13.76083,100.54315,Specialty Lodging,80.0,3.0,0,3.0,197,2669,0,Low Efficiency,13.55,525.79,13.55
Baan Khun Mae Apartment,13.67788,100.63216,Specialty Lodging,50.0,2.0,14,2.0,112,1483,0,High Efficiency,13.24,166.1,13.24
BLOK Thonglor,13.724712,100.63311,Bed and Breakfast,5.0,3.0,13,3.0,19,151,1,High Efficiency,7.95,2.87,7.95
Studio Sukhumvit 11,13.74179,100.55642,Hotel,22.0,3.0,30,3.0,66,777,1,High Efficiency,11.77,51.28,11.77
Marigold Boutique Apartment Ramkhamhaeng,13.76391,100.61587,Specialty Lodging,75.0,3.0,27,3.0,194,2561,0,Low Efficiency,13.2,496.83,13.2
Chada Hostel,13.75887,100.49732,Specialty Lodging,10.0,0.0,1,0.0,24,203,1,High Efficiency,8.46,4.87,8.46
Thongta Resort And Spa,13.719733,100.77588,Hotel,140.0,0.0,18,0.0,349,2992,2,Low Efficiency,8.57,1044.21,8.57
Chocolatebox Mint,13.72543,100.5226,Specialty Lodging,30.0,3.0,5,3.0,76,964,1,High Efficiency,12.68,73.26,12.68
happy guest house,13.76215,100.49402,Bed and Breakfast,106.0,0.0,5,0.0,239,2191,0,Low Efficiency,9.17,523.65,9.17
Salin Home Hotel Ramkhamhaeng,13.75794,100.64273,Specialty Lodging,42.0,3.0,11,3.0,107,1449,0,High Efficiency,13.54,155.04,13.54
Red PInn,13.725635,100.519035,Bed and Breakfast,6.0,0.0,9,0.0,19,118,1,High Efficiency,6.21,2.24,6.21
9TY Hotel,13.925358,100.59855,Bed and Breakfast,21.0,0.0,4,0.0,52,398,1,High Efficiency,7.65,20.7,7.65
Narasiri Place,13.723415,100.77963,Bed and Breakfast,20.0,0.0,8,0.0,46,408,1,High Efficiency,8.87,18.77,8.87
Beige Poshtels,13.911967,100.57165,Specialty Lodging,7.0,2.0,25,2.0,28,198,1,High Efficiency,7.07,5.54,7.07
P.K. Garden Home,13.757094,100.50761,Specialty Lodging,12.0,3.0,21,3.0,40,402,1,High Efficiency,10.05,16.08,10.05
A-ONE Boutique Hotel,13.747011,100.586945,Hotel,123.0,4.0,10,4.0,254,4225,2,High Efficiency,16.63,1073.15,16.63
Duplex 21 Apartment,13.81447,100.7412,Specialty Lodging,19.0,3.0,27,3.0,54,594,1,High Efficiency,11.0,32.08,11.0
Chadvara Place,13.834621,100.617676,Bed and Breakfast,14.0,3.0,5,3.0,35,414,1,High Efficiency,11.83,14.49,11.83
Silk Suite Hotel,13.72573,100.52664,Bed and Breakfast,12.0,3.0,0,3.0,28,349,1,High Efficiency,12.46,9.77,12.46
Suksawad Hotel,13.76481,100.49984,Hotel,3.0,2.0,14,2.0,13,97,1,High Efficiency,7.46,1.26,7.46
Impact Muang Thong Thani Service Condo,13.88868,100.57281,Bed and Breakfast,25.0,2.0,35,2.0,79,750,1,High Efficiency,9.49,59.25,9.49
Win Long Place Hotel & Apartment,13.726122,100.5169,Hotel,62.0,3.0,40,3.0,170,1929,0,High Efficiency,11.35,327.93,11.35
Counting Sheep Hostel,13.7647,100.49957,Specialty Lodging,30.0,2.0,26,2.0,82,911,1,High Efficiency,11.11,74.7,11.11
Brighton Hotel Bangkok,13.674078,100.60416,Hotel,146.0,3.0,54,3.0,361,4667,2,Low Efficiency,12.93,1684.79,12.93
Nimit Boutique Hotel,13.73003,100.56973,Specialty Lodging,8.0,3.0,49,3.0,43,260,1,High Efficiency,6.05,11.18,6.05
Nithra Hostel in Yaowarat,13.73553,100.51257,Specialty Lodging,48.0,0.0,5,0.0,109,1072,1,High Efficiency,9.83,116.85,9.83
The Liu Executive Apartment,13.77587,100.48226,Specialty Lodging,10.0,0.0,18,0.0,33,201,1,High Efficiency,6.09,6.63,6.09
Pillow Land Onnut,13.70828,100.60876,Specialty Lodging,14.0,2.0,20,2.0,45,453,1,High Efficiency,10.07,20.39,10.07
J2N Hostel,13.712135,100.59302,Specialty Lodging,10.0,3.0,6,3.0,23,335,1,High Efficiency,14.57,7.7,14.57
Banglumpoo place Guesthouse,13.762672,100.49731,Bed and Breakfast,60.0,3.0,17,3.0,141,2021,0,High Efficiency,14.33,284.96,14.33
Penang Palace,13.71688,100.5567,Bed and Breakfast,20.0,2.0,19,2.0,59,567,1,High Efficiency,9.61,33.45,9.61
1150 Villa,13.69931,100.52721,Bed and Breakfast,4.0,4.0,43,4.0,34,140,1,High Efficiency,4.12,4.76,4.12
"Iyarin At Tuk Chang, Residence & Hotel",13.81711,100.56053,Hotel,60.0,3.0,45,3.0,167,2137,0,High Efficiency,12.8,356.88,12.8
Nakorn Ping Hotel,13.76283,100.49884,Bed and Breakfast,118.0,0.0,12,0.0,279,2383,0,Low Efficiency,8.54,664.86,8.54
OYO 421 Guyasuka Hostel&Cafe,13.660448,100.61213,Specialty Lodging,7.0,2.0,25,2.0,27,205,1,High Efficiency,7.59,5.54,7.59
Nantra Ekamai Hotel,13.722284,100.58394,Bed and Breakfast,25.0,2.0,13,2.0,61,750,1,High Efficiency,12.3,45.75,12.3
Best Comfort,13.740892,100.55944,Hotel,60.0,3.0,38,3.0,164,1897,0,High Efficiency,11.57,311.11,11.57
OYO 280 Thai Garden Resort,13.823404,100.632904,Hotel,76.0,3.0,22,3.0,185,2415,0,High Efficiency,13.05,446.78,13.05
Le Platinum Residency,13.72099,100.51952,Specialty Lodging,24.0,2.0,36,2.0,77,670,1,High Efficiency,8.7,51.59,8.7
Rio Monte Residence,13.69678,100.51079,Bed and Breakfast,5.0,3.0,21,3.0,23,163,1,High Efficiency,7.09,3.75,7.09
Many Trees Hostel,13.71912,100.53508,Specialty Lodging,5.0,2.5,10,3.0,16,164,1,High Efficiency,10.25,2.62,10.25
BC Guesthouse Banglumphu,13.76274,100.49741,Bed and Breakfast,15.0,2.0,15,2.0,40,457,1,High Efficiency,11.42,18.28,11.42
Modelink Inn,13.73704,100.55959,Bed and Breakfast,26.0,0.0,5,0.0,66,616,1,High Efficiency,9.33,40.66,9.33
Season Place,13.72878,100.4777,Specialty Lodging,50.0,0.0,18,0.0,119,1004,1,High Efficiency,8.44,119.48,8.44
Bann Phanfa Bangkok,13.76006,100.50442,Bed and Breakfast,4.0,0.0,6,0.0,13,85,1,High Efficiency,6.54,1.1,6.54
Hap@sathorn,13.72113,100.54708,Bed and Breakfast,24.0,3.0,18,3.0,65,770,1,High Efficiency,11.85,50.05,11.85
Ibrik Resort in the city,13.68086,100.54288,Hotel,3.0,3.0,1,3.0,7,101,1,High Efficiency,14.43,0.71,14.43
Asia Inn Bangkok,13.713343,100.556946,Bed and Breakfast,33.0,3.0,19,3.0,88,1109,1,High Efficiency,12.6,97.59,12.6
On The Bed Hostel,13.744239,100.55097,Specialty Lodging,5.0,2.0,25,2.0,24,153,1,High Efficiency,6.38,3.67,6.38
Yuppie Hostel,13.72742,100.53321,Specialty Lodging,19.0,0.0,0,0.0,44,403,1,High Efficiency,9.16,17.73,9.16
The Train Guesthouse,13.73986,100.51748,Specialty Lodging,10.0,0.0,5,0.0,23,196,1,High Efficiency,8.52,4.51,8.52
Forest Bed & Brunch (FoRest Hostel),13.709561,100.59854,Specialty Lodging,2.0,2.0,18,2.0,14,57,1,High Efficiency,4.07,0.8,4.07
Lido Millennium Silom,13.727418,100.53059,Bed and Breakfast,30.0,3.0,10,3.0,74,1003,1,High Efficiency,13.55,74.22,13.55
Sook Station,13.681741,100.61101,Specialty Lodging,9.0,3.0,22,3.0,32,328,1,High Efficiency,10.25,10.5,10.25
OYO 737 Beyond Suite Rama8,13.76142,100.50478,Hotel,17.0,0.0,19,0.0,50,403,1,High Efficiency,8.06,20.15,8.06
Baan La Salle,13.6622,100.60231,Specialty Lodging,6.0,0.0,16,0.0,20,122,1,High Efficiency,6.1,2.44,6.1
Resort Bangphlat,13.78469,100.49497,Bed and Breakfast,21.0,3.0,33,3.0,59,727,1,High Efficiency,12.32,42.89,12.32
Kim Hostel at Morleang,13.756692,100.54421,Specialty Lodging,28.0,2.0,36,2.0,81,848,1,High Efficiency,10.47,68.69,10.47
Delta 9 Hostel,13.713397,100.59412,Specialty Lodging,12.0,0.0,33,0.0,45,246,1,High Efficiency,5.47,11.07,5.47
Acozyposhtel,13.94273,100.61268,Specialty Lodging,5.0,2.0,41,2.0,34,137,1,High Efficiency,4.03,4.66,4.03
Hidden Sleep Lodge,13.759856,100.50552,Bed and Breakfast,4.0,2.5,28,3.0,23,130,1,High Efficiency,5.65,2.99,5.65
Roomme Siamese Residence,13.700307,100.54453,Specialty Lodging,40.0,0.0,10,0.0,93,884,1,High Efficiency,9.51,82.21,9.51
Yha Bangkok Airport Hostel,13.698286,100.734795,Specialty Lodging,20.0,2.0,14,2.0,50,526,1,High Efficiency,10.52,26.3,10.52
Dilokchan Hostel,13.73597,100.49872,Specialty Lodging,2.0,1.0,15,1.0,12,56,1,High Efficiency,4.67,0.67,4.67
Hotel Sapin,13.74513,100.519035,Hotel,33.0,0.0,0,0.0,78,789,1,High Efficiency,10.12,61.54,10.12
Wala Vela,13.721461,100.579994,Bed and Breakfast,3.0,0.0,27,0.0,22,56,1,High Efficiency,2.55,1.23,2.55
KC Place Srinakarin,13.69346,100.64636,Specialty Lodging,30.0,3.0,15,3.0,78,964,1,High Efficiency,12.36,75.19,12.36
C Residence,13.746083,100.518654,Specialty Lodging,79.0,0.0,0,0.0,174,1697,0,High Efficiency,9.75,295.28,9.75
Queen's Garden Resort at River View,13.72219,100.77749,Hotel,100.0,2.0,12,2.0,248,3140,2,Low Efficiency,12.66,778.72,12.66
Panida Suite Hotel,13.782949,100.50092,Bed and Breakfast,5.0,3.0,32,3.0,29,167,1,High Efficiency,5.76,4.84,5.76
Chill Inn Bangkok Urban Cafe & Hostel,13.658642,100.601036,Specialty Lodging,37.0,0.0,25,0.0,87,824,1,High Efficiency,9.47,71.69,9.47
DoubleTwo at Sathorn,13.68086,100.54288,Specialty Lodging,8.0,3.0,17,3.0,28,258,1,High Efficiency,9.21,7.22,9.21
Baan Boonanan,13.971017,100.62086,Specialty Lodging,8.0,0.0,19,0.0,29,179,1,High Efficiency,6.17,5.19,6.17
Nana Hiso Hotel,13.72321,100.57945,Hotel,84.0,3.0,30,3.0,223,2734,2,Low Efficiency,12.26,609.68,12.26
BB Garden Resort,13.79639,100.57422,Bed and Breakfast,10.0,3.0,9,3.0,29,305,1,High Efficiency,10.52,8.85,10.52
LiveWorkAsia,13.723848,100.56982,Specialty Lodging,42.0,0.0,42,0.0,126,862,1,High Efficiency,6.84,108.61,6.84
Meridian de Bangkok,13.685844,100.66967,Specialty Lodging,50.0,3.0,11,3.0,109,1642,0,High Efficiency,15.06,178.98,15.06
Boone Place,13.74436,100.52009,Bed and Breakfast,24.0,3.0,20,3.0,64,843,1,High Efficiency,13.17,53.95,13.17
The Alberti - Exclusive Living,13.73815,100.56695,Bed and Breakfast,19.0,0.0,58,0.0,71,413,1,High Efficiency,5.82,29.32,5.82
The State Apartment,13.80571,100.53263,Specialty Lodging,28.0,0.0,21,0.0,78,674,1,High Efficiency,8.64,52.57,8.64
Badbed Hotel,13.77392,100.56902,Hotel,30.0,3.0,6,3.0,65,929,1,High Efficiency,14.29,60.38,14.29
